_id,Policy_Number,Base_Policy,Month,Month_Claimed,Age_Group,Age_Of_Vehicle,Fault,Past_Number_Of_Claims,Year,Fraud,Insurance_Amount,Vehicle,Accident_Area
655e239591d67ee903e54d06,4252,Liability,Mar,Mar,51-60,more than 7,Policy Holder,6,1994,0,61713,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e54d07,4253,All Perils,Mar,Mar,51-60,more than 7,Policy Holder,1,1994,0,19073,655d395b7086282ba8e08147,655d5a177086282ba8e08157
655e239591d67ee903e54d08,4254,Collision,Mar,Apr,61-70,6 years,Policy Holder,1,1994,0,27911,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e54d09,4255,Collision,Feb,Feb,21-30,7 years,Policy Holder,5,1994,1,13132,655d395b7086282ba8e08133,655d5a177086282ba8e08159
655e239591d67ee903e54d0a,4256,Collision,Feb,Mar,41-50,5 years,Policy Holder,3,1994,0,22879,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e54d0b,4257,Collision,Feb,Nov,21-30,6 years,Policy Holder,5,1994,1,25931,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e54d0c,4258,Liability,Jan,Jan,21-30,6 years,Policy Holder,0,1994,0,55933,655d395b7086282ba8e08125,655d5a177086282ba8e08151
655e239591d67ee903e54d0d,4259,Collision,Sep,Sep,41-50,6 years,Third Party,0,1994,0,16506,655d395b7086282ba8e0812e,655d5a177086282ba8e08157
655e239591d67ee903e54d0e,4260,Liability,Sep,Sep,31-40,6 years,Policy Holder,6,1994,0,56210,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e54d0f,4261,Collision,Sep,Oct,41-50,7 years,Policy Holder,3,1994,0,67998,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239591d67ee903e54d10,4262,Collision,Jan,Feb,31-40,7 years,Policy Holder,1,1994,0,12353,655d395b7086282ba8e08133,655d5a177086282ba8e08151
655e239591d67ee903e54d11,4263,Collision,Nov,Nov,21-30,6 years,Policy Holder,3,1994,0,29563,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239591d67ee903e54d12,4264,Liability,Oct,Oct,21-30,4 years,Policy Holder,2,1994,1,64631,655d395b7086282ba8e08125,655d5a177086282ba8e08156
655e239591d67ee903e54d13,4265,Collision,Aug,Aug,31-40,6 years,Third Party,0,1994,0,19916,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e54d14,4266,Collision,Aug,Aug,41-50,7 years,Policy Holder,2,1994,0,13848,655d395b7086282ba8e08133,655d5a177086282ba8e0815a
655e239591d67ee903e54d15,4267,Liability,Jun,Jun,21-30,6 years,Policy Holder,3,1994,1,60318,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239591d67ee903e54d16,4268,Liability,Aug,Aug,31-40,more than 7,Policy Holder,1,1994,1,61153,655d395b7086282ba8e08134,655d5a177086282ba8e08156
655e239591d67ee903e54d17,4269,Liability,Dec,Dec,41-50,more than 7,Policy Holder,0,1994,1,51956,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e54d18,4270,Liability,Nov,Nov,21-30,6 years,Policy Holder,4,1994,1,51259,655d395b7086282ba8e0813d,655d5a177086282ba8e08158
655e239591d67ee903e54d19,4271,All Perils,Nov,Nov,31-40,7 years,Third Party,0,1994,1,19084,655d395b7086282ba8e08133,655d5a177086282ba8e08152
655e239591d67ee903e54d1a,4272,All Perils,Nov,Nov,41-50,7 years,Third Party,0,1994,0,24204,655d395b7086282ba8e08147,655d5a177086282ba8e08150
655e239591d67ee903e54d1b,4273,Collision,Sep,Sep,41-50,7 years,Policy Holder,0,1994,1,12457,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e54d1c,4274,Collision,Aug,Aug,21-30,5 years,Policy Holder,5,1994,0,22078,655d395b7086282ba8e0813e,655d5a177086282ba8e08156
655e239591d67ee903e54d1d,4275,All Perils,Nov,Nov,21-30,5 years,Policy Holder,1,1994,0,28548,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239591d67ee903e54d1e,4276,All Perils,Jun,Jun,41-50,7 years,Policy Holder,3,1994,1,20964,655d395b7086282ba8e08133,655d5a177086282ba8e08151
655e239591d67ee903e54d1f,4277,All Perils,Jul,Jul,21-30,5 years,Third Party,2,1994,0,13081,655d395b7086282ba8e0813e,655d5a177086282ba8e08153
655e239591d67ee903e54d20,4278,Liability,Jul,Oct,21-30,7 years,Policy Holder,8,1994,1,57428,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e54d21,4279,All Perils,Jul,Jul,21-30,7 years,Policy Holder,6,1994,0,23439,655d395b7086282ba8e0811f,655d5a177086282ba8e0815c
655e239591d67ee903e54d22,4280,Liability,Apr,Apr,31-40,6 years,Policy Holder,2,1994,0,57833,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e54d23,4281,Collision,May,May,41-50,more than 7,Policy Holder,1,1994,0,22764,655d395b7086282ba8e08124,655d5a177086282ba8e08150
655e239591d67ee903e54d24,4282,Liability,May,May,21-30,4 years,Policy Holder,6,1994,0,60330,655d395b7086282ba8e0813d,655d5a177086282ba8e08156
655e239591d67ee903e54d25,4283,Collision,May,Jun,20-Nov,3 years,Third Party,0,1994,0,54238,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e54d26,4284,All Perils,May,May,31-40,6 years,Third Party,6,1994,0,27914,655d395b7086282ba8e0812e,655d5a177086282ba8e08153
655e239591d67ee903e54d27,4285,All Perils,Jun,Sep,61-70,more than 7,Policy Holder,1,1994,1,13243,655d395b7086282ba8e0812e,655d5a177086282ba8e0814f
655e239591d67ee903e54d28,4286,Liability,Jun,Jun,51-60,7 years,Policy Holder,5,1994,1,62433,655d395b7086282ba8e0812d,655d5a177086282ba8e0815b
655e239591d67ee903e54d29,4287,Liability,Jun,Jun,41-50,7 years,Policy Holder,4,1994,1,63503,655d395b7086282ba8e08134,655d5a177086282ba8e08155
655e239591d67ee903e54d2a,4288,All Perils,Jun,Jun,21-30,5 years,Policy Holder,1,1994,1,21902,655d395b7086282ba8e08147,655d5a177086282ba8e08151
655e239591d67ee903e54d2b,4289,Collision,Jul,Jul,41-50,7 years,Policy Holder,1,1994,0,13016,655d395b7086282ba8e08124,655d5a177086282ba8e0815c
655e239591d67ee903e54d2c,4290,Liability,Jul,Aug,41-50,7 years,Policy Holder,0,1994,0,65017,655d395b7086282ba8e0812d,655d5a177086282ba8e0814f
655e239591d67ee903e54d2d,4291,Collision,Aug,Aug,51-60,more than 7,Policy Holder,0,1994,1,22897,655d395b7086282ba8e08133,655d5a177086282ba8e0814e
655e239591d67ee903e54d2e,4292,Collision,Aug,Sep,41-50,more than 7,Policy Holder,0,1994,0,11559,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e54d2f,4293,Collision,Aug,Oct,51-60,more than 7,Third Party,4,1994,0,20864,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e54d30,4294,Collision,Sep,Sep,41-50,7 years,Policy Holder,5,1994,0,18739,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e54d31,4295,Collision,Sep,Sep,31-40,7 years,Policy Holder,6,1994,0,14177,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e54d32,4296,Liability,Sep,Sep,31-40,7 years,Policy Holder,3,1994,0,59575,655d395b7086282ba8e08146,655d5a177086282ba8e08155
655e239591d67ee903e54d33,4297,All Perils,Sep,Sep,41-50,7 years,Policy Holder,0,1994,0,17840,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e54d34,4298,All Perils,Sep,Oct,41-50,7 years,Third Party,0,1994,0,23402,655d395b7086282ba8e0812e,655d5a177086282ba8e08153
655e239591d67ee903e54d35,4299,Collision,Oct,Oct,20-Nov,3 years,Policy Holder,0,1994,0,69233,655d395b7086282ba8e0812d,655d5a177086282ba8e08155
655e239591d67ee903e54d36,4300,Liability,Oct,Oct,31-40,7 years,Policy Holder,2,1994,1,66857,655d395b7086282ba8e08146,655d5a177086282ba8e08154
655e239591d67ee903e54d37,4301,All Perils,Jun,Jun,31-40,7 years,Third Party,0,1994,1,27345,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e54d38,4302,Liability,Nov,Nov,31-40,5 years,Policy Holder,4,1994,0,56133,655d395b7086282ba8e0813d,655d5a177086282ba8e08155
655e239591d67ee903e54d39,4303,Collision,Nov,Nov,31-40,7 years,Third Party,0,1994,1,19108,655d395b7086282ba8e0813e,655d5a177086282ba8e08157
655e239591d67ee903e54d3a,4304,Liability,Nov,Nov,21-30,5 years,Third Party,3,1994,0,62296,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e54d3b,4305,Collision,Nov,Nov,51-60,more than 7,Policy Holder,0,1994,1,19794,655d395b7086282ba8e0813e,655d5a177086282ba8e08153
655e239591d67ee903e54d3c,4306,All Perils,Jun,Jun,41-50,7 years,Third Party,0,1994,0,29439,655d395b7086282ba8e08142,655d5a177086282ba8e08156
655e239591d67ee903e54d3d,4307,Liability,Dec,Dec,31-40,7 years,Policy Holder,1,1994,0,57431,655d395b7086282ba8e0813d,655d5a177086282ba8e08157
655e239591d67ee903e54d3e,4308,Liability,Dec,Dec,71-80,more than 7,Policy Holder,4,1994,1,62848,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e54d3f,4309,All Perils,Jun,Jun,41-50,7 years,Policy Holder,0,1994,0,18013,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e54d40,4310,Collision,Apr,Apr,51-60,7 years,Policy Holder,0,1994,0,22236,655d395b7086282ba8e08147,655d5a177086282ba8e08154
655e239591d67ee903e54d41,4311,Collision,Apr,Apr,31-40,7 years,Policy Holder,7,1994,1,14026,655d395b7086282ba8e0813e,655d5a177086282ba8e08155
655e239591d67ee903e54d42,4312,All Perils,Apr,May,41-50,7 years,Policy Holder,2,1994,0,19271,655d395b7086282ba8e0811f,655d5a177086282ba8e08153
655e239591d67ee903e54d43,4313,Collision,May,May,41-50,7 years,Third Party,2,1994,0,27977,655d395b7086282ba8e08124,655d5a177086282ba8e08152
655e239591d67ee903e54d44,4314,Collision,May,May,31-40,7 years,Policy Holder,6,1994,0,25060,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e54d45,4315,All Perils,Jun,Jun,31-40,7 years,Policy Holder,0,1994,0,18858,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e54d46,4316,All Perils,May,Jun,31-40,more than 7,Third Party,0,1994,0,17970,655d395b7086282ba8e0812e,655d5a177086282ba8e08156
655e239591d67ee903e54d47,4317,Collision,Jun,Jun,21-30,6 years,Policy Holder,5,1994,0,28628,655d395b7086282ba8e0813e,655d5a177086282ba8e08150
655e239591d67ee903e54d48,4318,All Perils,Jul,Jul,71-80,more than 7,Third Party,5,1994,0,28563,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e54d49,4319,Liability,Jul,Jul,51-60,more than 7,Policy Holder,2,1994,1,61011,655d395b7086282ba8e0812b,655d5a177086282ba8e08158
655e239591d67ee903e54d4a,4320,Liability,Jul,Aug,31-40,more than 7,Third Party,0,1994,1,58393,655d395b7086282ba8e08146,655d5a177086282ba8e08154
655e239591d67ee903e54d4b,4321,Liability,Jul,Jul,51-60,more than 7,Policy Holder,1,1994,0,64792,655d395b7086282ba8e08125,655d5a177086282ba8e0815c
655e239591d67ee903e54d4c,4322,Liability,Jul,Jul,31-40,7 years,Policy Holder,4,1994,0,52444,655d395b7086282ba8e08146,655d5a177086282ba8e0815b
655e239591d67ee903e54d4d,4323,Liability,Jul,Aug,31-40,6 years,Policy Holder,2,1994,1,68193,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e54d4e,4324,Collision,Aug,Aug,31-40,7 years,Policy Holder,1,1994,0,17281,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e54d4f,4325,Collision,Aug,Sep,41-50,7 years,Third Party,4,1994,1,23599,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239591d67ee903e54d50,4326,All Perils,Nov,Nov,51-60,more than 7,Policy Holder,3,1994,1,19775,655d395b7086282ba8e0813e,655d5a177086282ba8e08153
655e239591d67ee903e54d51,4327,Liability,Nov,Nov,51-60,more than 7,Policy Holder,4,1994,0,57996,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239591d67ee903e54d52,4328,All Perils,Nov,Nov,21-30,5 years,Third Party,3,1994,1,12907,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239591d67ee903e54d53,4329,Liability,Dec,Dec,41-50,7 years,Policy Holder,6,1994,0,52234,655d395b7086282ba8e08146,655d5a177086282ba8e08155
655e239591d67ee903e54d54,4330,All Perils,Nov,Nov,21-30,6 years,Policy Holder,0,1994,0,28307,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e54d55,4331,Liability,Nov,Nov,21-30,5 years,Third Party,5,1994,0,61118,655d395b7086282ba8e0813d,655d5a177086282ba8e0815c
655e239591d67ee903e54d56,4332,Collision,Sep,Oct,21-30,6 years,Policy Holder,0,1994,1,21121,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e54d57,4333,Collision,Sep,Sep,31-40,5 years,Policy Holder,0,1994,0,56988,655d395b7086282ba8e08134,655d5a177086282ba8e08158
655e239591d67ee903e54d58,4334,Liability,Sep,Sep,41-50,7 years,Policy Holder,3,1994,0,53582,655d395b7086282ba8e08125,655d5a177086282ba8e0815b
655e239591d67ee903e54d59,4335,All Perils,Jun,Jun,31-40,7 years,Policy Holder,0,1994,1,16495,655d395b7086282ba8e08147,655d5a177086282ba8e08154
655e239591d67ee903e54d5a,4336,All Perils,Aug,Aug,21-30,6 years,Policy Holder,0,1994,0,21525,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e54d5b,4337,Liability,Jul,Dec,31-40,6 years,Policy Holder,8,1994,0,58294,655d395b7086282ba8e0813d,655d5a177086282ba8e0815c
655e239591d67ee903e54d5c,4338,All Perils,Jun,Jun,61-70,more than 7,Policy Holder,0,1994,1,10117,655d395b7086282ba8e0813e,655d5a177086282ba8e08155
655e239591d67ee903e54d5d,4339,Liability,Jul,Jul,41-50,more than 7,Third Party,8,1994,0,52939,655d395b7086282ba8e08125,655d5a177086282ba8e08152
655e239591d67ee903e54d5e,4340,Liability,Jul,Jul,21-30,6 years,Third Party,3,1994,0,50050,655d395b7086282ba8e08125,655d5a177086282ba8e08153
655e239591d67ee903e54d5f,4341,Liability,Jun,Jun,51-60,7 years,Policy Holder,5,1994,0,65473,655d395b7086282ba8e08146,655d5a177086282ba8e0815a
655e239591d67ee903e54d60,4342,All Perils,Jun,Jun,31-40,6 years,Policy Holder,5,1994,1,10717,655d395b7086282ba8e0812e,655d5a177086282ba8e08151
655e239591d67ee903e54d61,4343,Collision,May,Jun,21-30,5 years,Policy Holder,4,1994,0,29849,655d395b7086282ba8e0812e,655d5a177086282ba8e08157
655e239591d67ee903e54d62,4344,Collision,May,Jun,21-30,6 years,Policy Holder,0,1994,1,25192,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e54d63,4345,Liability,May,May,31-40,7 years,Policy Holder,4,1994,1,57451,655d395b7086282ba8e08125,655d5a177086282ba8e08159
655e239591d67ee903e54d64,4346,Liability,May,May,61-70,more than 7,Policy Holder,0,1994,1,63224,655d395b7086282ba8e08138,655d5a177086282ba8e0815b
655e239591d67ee903e54d65,4347,All Perils,Mar,May,31-40,6 years,Policy Holder,4,1994,0,11396,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e54d66,4348,All Perils,Jun,Jun,31-40,6 years,Policy Holder,0,1994,0,18760,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e54d67,4349,Liability,Dec,Dec,41-50,7 years,Policy Holder,7,1994,0,68828,655d395b7086282ba8e0813d,655d5a177086282ba8e08157
655e239591d67ee903e54d68,4350,Liability,Dec,Dec,21-30,2 years,Policy Holder,3,1994,0,57993,655d395b7086282ba8e08146,655d5a177086282ba8e08159
655e239591d67ee903e54d69,4351,Liability,Nov,Nov,31-40,7 years,Policy Holder,3,1994,0,68556,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239591d67ee903e54d6a,4352,Collision,Nov,Nov,31-40,7 years,Policy Holder,4,1994,0,29591,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239591d67ee903e54d6b,4353,Collision,Nov,Nov,41-50,7 years,Third Party,0,1994,1,15426,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e54d6c,4354,Collision,Nov,Nov,21-30,7 years,Policy Holder,0,1994,1,18830,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239591d67ee903e54d6d,4355,Collision,Nov,Nov,21-30,5 years,Policy Holder,4,1994,0,28995,655d395b7086282ba8e0813e,655d5a177086282ba8e08154
655e239591d67ee903e54d6e,4356,Collision,Jun,Jun,21-30,7 years,Policy Holder,2,1994,0,26118,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e54d6f,4357,Liability,Nov,Nov,51-60,more than 7,Policy Holder,3,1994,0,54747,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e54d70,4358,Liability,Nov,Nov,41-50,more than 7,Policy Holder,1,1994,1,58761,655d395b7086282ba8e08134,655d5a177086282ba8e0815b
655e239591d67ee903e54d71,4359,Collision,Nov,Nov,41-50,more than 7,Policy Holder,1,1994,1,12361,655d395b7086282ba8e0813e,655d5a177086282ba8e08150
655e239591d67ee903e54d72,4360,Collision,Jun,Jun,21-30,5 years,Third Party,5,1994,1,27498,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239591d67ee903e54d73,4361,All Perils,Jun,Jun,61-70,7 years,Policy Holder,0,1994,1,23823,655d395b7086282ba8e08147,655d5a177086282ba8e0814e
655e239591d67ee903e54d74,4362,All Perils,Oct,Oct,21-30,7 years,Policy Holder,0,1994,1,15793,655d395b7086282ba8e08147,655d5a177086282ba8e08155
655e239591d67ee903e54d75,4363,Liability,Oct,Oct,41-50,7 years,Policy Holder,0,1994,0,50178,655d395b7086282ba8e08146,655d5a177086282ba8e0815c
655e239591d67ee903e54d76,4364,All Perils,Oct,Oct,61-70,more than 7,Policy Holder,0,1994,1,16058,655d395b7086282ba8e0812c,655d5a177086282ba8e08156
655e239591d67ee903e54d77,4365,Collision,Oct,Oct,51-60,6 years,Third Party,1,1994,1,21058,655d395b7086282ba8e08133,655d5a177086282ba8e08159
655e239591d67ee903e54d78,4366,Liability,Sep,Sep,21-30,7 years,Policy Holder,0,1994,0,68176,655d395b7086282ba8e08134,655d5a177086282ba8e0815b
655e239591d67ee903e54d79,4367,All Perils,Sep,Sep,61-70,more than 7,Policy Holder,1,1994,0,14251,655d395b7086282ba8e08147,655d5a177086282ba8e08157
655e239591d67ee903e54d7a,4368,Collision,Sep,Sep,21-30,7 years,Policy Holder,0,1994,1,18862,655d395b7086282ba8e0812c,655d5a177086282ba8e08158
655e239591d67ee903e54d7b,4369,All Perils,Sep,Sep,51-60,more than 7,Policy Holder,4,1994,1,14210,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e54d7c,4370,Liability,Sep,Sep,31-40,7 years,Policy Holder,8,1994,1,61255,655d395b7086282ba8e08146,655d5a177086282ba8e08159
655e239591d67ee903e54d7d,4371,Liability,Aug,Aug,41-50,7 years,Policy Holder,3,1994,0,59623,655d395b7086282ba8e08134,655d5a177086282ba8e0815a
655e239591d67ee903e54d7e,4372,Collision,Aug,Aug,31-40,6 years,Third Party,0,1994,0,21240,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e54d7f,4373,Liability,Aug,Aug,31-40,7 years,Policy Holder,2,1994,1,32858,655d395b7086282ba8e08126,655d5a177086282ba8e08157
655e239591d67ee903e54d80,4374,Liability,Aug,Aug,31-40,7 years,Policy Holder,3,1994,1,56807,655d395b7086282ba8e08146,655d5a177086282ba8e0815a
655e239591d67ee903e54d81,4375,Collision,Jul,Aug,21-30,5 years,Policy Holder,0,1994,1,11562,655d395b7086282ba8e08147,655d5a177086282ba8e0814e
655e239591d67ee903e54d82,4376,All Perils,Jun,Jul,41-50,more than 7,Policy Holder,1,1994,0,26019,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e54d83,4377,Liability,Jul,Jul,31-40,7 years,Third Party,0,1994,0,69898,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e54d84,4378,Collision,Jun,Jun,51-60,7 years,Policy Holder,2,1994,0,29006,655d395b7086282ba8e0811f,655d5a177086282ba8e08151
655e239591d67ee903e54d85,4379,All Perils,Jul,Jul,41-50,more than 7,Policy Holder,1,1994,0,22026,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e54d86,4380,Collision,Jun,Jun,21-30,4 years,Policy Holder,0,1994,0,12456,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e54d87,4381,Liability,Jun,Jun,20-Nov,new,Policy Holder,4,1994,0,64280,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e54d88,4382,Liability,Jun,Jun,41-50,more than 7,Policy Holder,3,1994,1,64719,655d395b7086282ba8e08146,655d5a177086282ba8e08153
655e239591d67ee903e54d89,4383,Liability,Jun,Jun,21-30,6 years,Third Party,0,1994,0,63614,655d395b7086282ba8e0812d,655d5a177086282ba8e08155
655e239591d67ee903e54d8a,4384,Collision,Jun,Jul,51-60,7 years,Policy Holder,0,1994,1,25896,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e54d8b,4385,Collision,Jun,Jun,21-30,7 years,Third Party,0,1994,1,19908,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239591d67ee903e54d8c,4386,All Perils,Jun,Jul,21-30,5 years,Policy Holder,0,1994,1,17582,655d395b7086282ba8e08133,655d5a177086282ba8e08155
655e239591d67ee903e54d8d,4387,Liability,May,May,21-30,7 years,Policy Holder,0,1994,0,53664,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239591d67ee903e54d8e,4388,All Perils,May,May,21-30,6 years,Policy Holder,0,1994,1,16113,655d395b7086282ba8e08127,655d5a177086282ba8e08156
655e239591d67ee903e54d8f,4389,All Perils,May,Jun,31-40,5 years,Third Party,1,1994,1,28079,655d395b7086282ba8e08133,655d5a177086282ba8e08158
655e239591d67ee903e54d90,4390,All Perils,Apr,Apr,51-60,more than 7,Policy Holder,2,1994,0,21921,655d395b7086282ba8e0813e,655d5a177086282ba8e08154
655e239591d67ee903e54d91,4391,Liability,Apr,Apr,51-60,more than 7,Policy Holder,0,1994,0,58686,655d395b7086282ba8e0813d,655d5a177086282ba8e08157
655e239591d67ee903e54d92,4392,Collision,Jan,Jan,21-30,7 years,Third Party,0,1994,0,15683,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e54d93,4393,Collision,Nov,Dec,31-40,6 years,Policy Holder,1,1994,0,17182,655d395b7086282ba8e08147,655d5a177086282ba8e08157
655e239591d67ee903e54d94,4394,Collision,Nov,Dec,21-30,6 years,Policy Holder,0,1994,0,14502,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e54d95,4395,Collision,Sep,Sep,41-50,6 years,Policy Holder,5,1994,0,24510,655d395b7086282ba8e08133,655d5a177086282ba8e0814f
655e239591d67ee903e54d96,4396,Collision,Jun,Jun,31-40,6 years,Policy Holder,4,1994,0,19446,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e54d97,4397,Collision,Dec,Dec,41-50,6 years,Policy Holder,0,1994,0,18117,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e54d98,4398,All Perils,Jun,Jun,31-40,6 years,Policy Holder,1,1994,0,19940,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e54d99,4399,Collision,Oct,Oct,51-60,7 years,Policy Holder,0,1994,0,13811,655d395b7086282ba8e08124,655d5a177086282ba8e08157
655e239591d67ee903e54d9a,4400,Collision,Oct,Oct,41-50,7 years,Policy Holder,0,1994,0,25558,655d395b7086282ba8e0812e,655d5a177086282ba8e0814f
655e239591d67ee903e54d9b,4401,Liability,Dec,Dec,41-50,7 years,Policy Holder,1,1994,0,58268,655d395b7086282ba8e0814a,655d5a177086282ba8e0815a
655e239591d67ee903e54d9c,4402,All Perils,Dec,Dec,41-50,more than 7,Third Party,0,1994,1,21503,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e54d9d,4403,All Perils,Jan,Jan,31-40,more than 7,Policy Holder,4,1994,1,25701,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e54d9e,4404,Liability,Oct,Oct,41-50,6 years,Policy Holder,3,1994,0,50392,655d395b7086282ba8e08134,655d5a177086282ba8e0815a
655e239591d67ee903e54d9f,4405,Collision,Dec,Dec,31-40,7 years,Policy Holder,0,1994,1,29698,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239591d67ee903e54da0,4406,All Perils,Aug,Aug,51-60,7 years,Policy Holder,7,1994,0,15391,655d395b7086282ba8e0812e,655d5a177086282ba8e08156
655e239591d67ee903e54da1,4407,Liability,Mar,Mar,20-Nov,new,Third Party,5,1994,0,51452,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e54da2,4408,Liability,Feb,Feb,21-30,6 years,Policy Holder,8,1994,1,54233,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e54da3,4409,Liability,Feb,Mar,20-Nov,new,Policy Holder,5,1994,1,64245,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e54da4,4410,All Perils,Feb,Mar,51-60,7 years,Third Party,0,1994,0,10068,655d395b7086282ba8e0812e,655d5a177086282ba8e08158
655e239591d67ee903e54da5,4411,Liability,Feb,Feb,31-40,7 years,Policy Holder,5,1994,1,58292,655d395b7086282ba8e0813d,655d5a177086282ba8e0815c
655e239591d67ee903e54da6,4412,Collision,Mar,Apr,41-50,7 years,Policy Holder,0,1994,0,19165,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e54da7,4413,Collision,Mar,Apr,31-40,7 years,Policy Holder,6,1994,0,67153,655d395b7086282ba8e0812d,655d5a177086282ba8e08155
655e239591d67ee903e54da8,4414,Liability,Feb,Mar,31-40,6 years,Policy Holder,2,1994,1,52644,655d395b7086282ba8e08125,655d5a177086282ba8e0815b
655e239591d67ee903e54da9,4415,All Perils,Mar,Jun,21-30,5 years,Policy Holder,5,1994,1,17055,655d395b7086282ba8e0812e,655d5a177086282ba8e0814f
655e239591d67ee903e54daa,4416,All Perils,Mar,Mar,61-70,more than 7,Third Party,3,1994,0,19413,655d395b7086282ba8e0811f,655d5a177086282ba8e0815a
655e239591d67ee903e54dab,4417,All Perils,Jun,Jun,61-70,more than 7,Policy Holder,3,1994,1,30886,655d395b7086282ba8e0813f,655d5a177086282ba8e08158
655e239591d67ee903e54dac,4418,Collision,Dec,Jan,21-30,7 years,Third Party,1,1994,1,14561,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
